	ID	Predicted Category
1633	8100	Politics
1634	8103	Politics
1635	8106	Politics
1636	8107	Football
1637	8112	Football
1638	8113	Politics
1639	8120	Politics
1640	8121	Football
1641	8125	Politics
1642	8134	Football
1643	8140	Business
1644	8141	Football
1645	8142	Business
1646	8144	Politics
1647	8145	Football
1648	8149	Football
1649	8152	Football
1650	8154	Football
1651	8156	Football
1652	8158	Football
1653	8160	Football
1654	8165	Football
1655	8171	Football
1656	8175	Football
1657	8176	Football
1658	8178	Football
1659	8179	Politics
1660	8181	Football
1661	8183	Business
1662	8185	Politics
1663	8188	Football
1664	8194	Football
1665	8199	Football
1666	8205	Business
1667	8208	Politics
1668	8209	Football
1669	8211	Business
1670	8212	Football
1671	8216	Business
1672	8224	Football
1673	8228	Football
1674	8231	Football
1675	8234	Business
1676	8236	Business
1677	8241	Business
1678	8246	Football
1679	8250	Business
1680	8262	Football
1681	8268	Football
1682	8272	Football
1683	8276	Football
1684	8277	Football
1685	8284	Politics
1686	8287	Politics
1687	8295	Football
1688	8301	Football
1689	8332	Business
1690	8338	Football
1691	8346	Football
1692	8347	Business
1693	8348	Football
1694	8359	Football
1695	8360	Film
1696	8361	Film
1697	8367	Football
1698	8368	Football
1699	8372	Football
1700	8377	Football
1701	8380	Business
1702	8385	Football
1703	8387	Technology
1704	8401	Football
1705	8405	Football
1706	8408	Football
1707	8415	Football
1708	8417	Football
1709	8421	Football
1710	8429	Politics
1711	8438	Football
1712	8447	Politics
1713	8448	Politics
1714	8454	Football
1715	8464	Football
1716	8467	Politics
1717	8468	Football
1718	8479	Football
1719	8482	Football
1720	8483	Football
1721	8484	Football
1722	8486	Business
1723	8511	Football
1724	8515	Business
1725	8537	Politics
1726	8559	Politics
1727	8563	Business
1728	8575	Politics
1729	8577	Football
1730	8580	Business
1731	8581	Business
1732	8582	Politics
1733	8583	Politics
1734	8590	Politics
1735	8595	Football
1736	8597	Football
1737	8599	Politics
1738	8611	Football
1739	8614	Politics
1740	8615	Football
1741	8620	Politics
1742	8622	Politics
1743	8624	Football
1744	8625	Football
1745	8626	Politics
1746	8628	Politics
1747	8639	Football
1748	8650	Football
1749	8651	Football
1750	8656	Business
1751	8659	Business
1752	8660	Football
1753	8669	Football
1754	8677	Football
1755	8697	Politics
1756	8705	Football
1757	8709	Football
1758	8711	Politics
1759	8713	Football
1760	8715	Business
1761	8724	Football
1762	8728	Football
1763	8730	Business
1764	8731	Football
1765	8733	Business
1766	8739	Football
1767	8743	Politics
1768	8751	Football
1769	8752	Football
1770	8753	Football
1771	8755	Politics
1772	8759	Business
1773	8760	Business
1774	8766	Football
1775	8768	Football
1776	8775	Business
1777	8779	Politics
1778	8798	Politics
1779	8800	Football
1780	8801	Football
1781	8803	Business
1782	8810	Football
1783	8812	Football
1784	8813	Football
1785	8814	Politics
1786	8818	Politics
1787	8821	Business
1788	8825	Football
1789	8826	Football
1790	8828	Politics
1791	8831	Politics
1792	8832	Politics
1793	8835	Business
1794	8840	Politics
1795	8857	Football
1796	8860	Football
1797	8865	Politics
1798	8872	Football
1799	8877	Football
1800	8885	Football
1801	8888	Football
1802	8891	Football
1803	8903	Football
1804	8904	Football
1805	8906	Politics
1806	8918	Technology
1807	8931	Technology
1808	8932	Football
1809	8938	Film
1810	8941	Football
1811	8946	Technology
1812	8948	Football
1813	8950	Technology
1814	8951	Football
1815	8952	Football
1816	8956	Technology
1817	8960	Football
1818	8964	Technology
1819	8972	Football
1820	8978	Football
1821	8982	Technology
1822	8983	Technology
1823	8990	Football
1824	8991	Politics
1825	9001	Football
1826	9010	Business
1827	9014	Football
1828	9019	Politics
1829	9032	Politics
1830	9047	Politics
1831	9058	Football
1832	9060	Politics
1833	9066	Football
1834	9083	Football
1835	9086	Business
1836	9097	Politics
1837	9099	Business
1838	9100	Politics
1839	9110	Football
1840	9114	Politics
1841	9134	Football
1842	9140	Football
1843	9145	Politics
1844	9146	Politics
1845	9152	Politics
1846	9159	Politics
1847	9173	Football
1848	9175	Film
1849	9180	Politics
1850	9181	Football
1851	9186	Football
1852	9188	Football
1853	9200	Football
1854	9202	Football
1855	9208	Football
1856	9213	Football
1857	9216	Film
1858	9220	Film
1859	9224	Film
1860	9232	Film
1861	9235	Film
1862	9238	Film
1863	9244	Film
1864	9254	Technology
1865	9257	Film
1866	9264	Film
1867	9274	Politics
1868	9283	Politics
1869	9284	Politics
1870	9287	Politics
1871	9288	Football
1872	9292	Film
1873	9293	Politics
1874	9294	Politics
1875	9296	Politics
1876	9297	Film
1877	9307	Politics
1878	9308	Politics
1879	9310	Politics
1880	9317	Film
1881	9318	Film
1882	9319	Film
1883	9325	Politics
1884	9333	Film
1885	9334	Politics
1886	9336	Politics
1887	9341	Football
1888	9345	Film
1889	9347	Football
1890	9359	Film
1891	9360	Football
1892	9361	Football
1893	9364	Technology
1894	9368	Football
1895	9380	Football
1896	9385	Film
1897	9389	Football
1898	9391	Film
1899	9395	Film
1900	9397	Film
1901	9420	Film
1902	9424	Football
1903	9426	Politics
1904	9432	Politics
1905	9433	Film
1906	9437	Film
1907	9438	Politics
1908	9445	Film
1909	9491	Football
1910	9494	Football
1911	9495	Film
1912	9519	Film
1913	9523	Football
1914	9525	Football
1915	9528	Football
1916	9531	Film
1917	9543	Film
1918	9545	Football
1919	9546	Football
1920	9550	Film
1921	9567	Film
1922	9572	Film
1923	9580	Film
1924	9582	Film
1925	9583	Film
1926	9584	Politics
1927	9587	Film
1928	9593	Football
1929	9594	Film
1930	9595	Film
1931	9596	Film
1932	9609	Film
1933	9611	Film
1934	9612	Film
1935	9616	Film
1936	9621	Football
1937	9622	Film
1938	9624	Football
1939	9629	Football
1940	9634	Film
1941	9639	Football
1942	9647	Film
1943	9648	Football
1944	9649	Film
1945	9652	Film
1946	9656	Film
1947	9658	Film
1948	9662	Film
1949	9677	Football
1950	9679	Football
1951	9682	Film
1952	9685	Film
1953	9697	Film
1954	9703	Film
1955	9713	Film
1956	9725	Politics
1957	9732	Football
1958	9759	Technology
1959	9774	Football
1960	9775	Film
1961	9779	Film
1962	9781	Football
1963	9782	Film
1964	9795	Football
1965	9804	Football
1966	9806	Politics
1967	9817	Business
1968	9820	Football
1969	9823	Politics
1970	9830	Football
1971	9843	Football
1972	9846	Football
1973	9850	Technology
1974	9855	Football
1975	9859	Football
1976	9869	Football
1977	9887	Football
1978	9890	Politics
1979	9892	Football
1980	9899	Business
1981	9902	Politics
1982	9903	Politics
1983	9905	Politics
1984	9915	Football
1985	9918	Film
1986	9921	Football
1987	9931	Football
1988	9940	Football
1989	9942	Football
1990	9945	Politics
1991	9949	Politics
1992	9950	Football
1993	9957	Politics
1994	9958	Politics
1995	9961	Politics
1996	9987	Politics
1997	9991	Politics
1998	9994	Politics
1999	9997	Politics
2000	10005	Football
2001	10008	Politics
2002	10009	Politics
2003	10010	Football
2004	10012	Football
2005	10016	Football
2006	10017	Football
2007	10041	Film
2008	10042	Film
2009	10051	Film
2010	10061	Football
2011	10065	Film
2012	10068	Football
2013	10078	Film
2014	10081	Football
2015	10094	Football
2016	10095	Film
2017	10100	Football
2018	10109	Football
2019	10113	Film
2020	10117	Film
2021	10118	Film
2022	10123	Film
2023	10129	Film
2024	10133	Football
2025	10147	Film
2026	10149	Football
2027	10152	Film
2028	10157	Football
2029	10161	Film
2030	10169	Film
2031	10175	Politics
2032	10177	Film
2033	10186	Business
2034	10191	Football
2035	10203	Football
2036	10207	Football
2037	10208	Football
2038	10214	Football
2039	10215	Football
2040	10216	Politics
2041	10221	Football
2042	10232	Football
2043	10236	Business
2044	10237	Business
2045	10244	Football
2046	10262	Football
2047	10263	Football
2048	10268	Football
2049	10269	Football
2050	10270	Football
2051	10272	Football
2052	10279	Football
2053	10286	Football
2054	10288	Football
2055	10290	Football
2056	10291	Football
2057	10293	Football
2058	10294	Football
2059	10296	Football
2060	10306	Football
2061	10309	Football
2062	10310	Football
2063	10311	Football
2064	10315	Football
2065	10316	Football
2066	10327	Football
2067	10329	Football
2068	10334	Football
2069	10336	Football
2070	10337	Football
2071	10344	Football
2072	10355	Football
2073	10366	Football
2074	10378	Football
2075	10383	Football
2076	10389	Football
2077	10391	Football
2078	10392	Football
2079	10399	Football
2080	10407	Football
2081	10412	Football
2082	10422	Football
2083	10427	Football
2084	10429	Football
2085	10432	Football
2086	10440	Football
2087	10443	Football
2088	10444	Football
2089	10448	Football
2090	10453	Football
2091	10460	Football
2092	10462	Football
2093	10463	Football
2094	10464	Football
2095	10466	Football
2096	10471	Football
2097	10474	Football
2098	10480	Football
2099	10481	Football
2100	10483	Football
2101	10486	Football
2102	10494	Football
2103	10496	Football
2104	10497	Football
2105	10510	Football
2106	10516	Football
2107	10520	Football
2108	10524	Football
2109	10535	Football
2110	10538	Football
2111	10540	Football
2112	10545	Technology
2113	10546	Football
2114	10547	Football
2115	10552	Football
2116	10575	Football
2117	10579	Football
2118	10587	Football
2119	10588	Football
2120	10593	Football
2121	10597	Football
2122	10598	Football
2123	10617	Football
2124	10628	Football
2125	10629	Football
2126	10633	Football
2127	10635	Football
2128	10638	Football
2129	10644	Football
2130	10645	Football
2131	10657	Football
2132	10669	Football
2133	10670	Football
2134	10671	Football
2135	10674	Football
2136	10694	Football
2137	10697	Football
2138	10698	Football
2139	10701	Football
2140	10702	Football
2141	10705	Football
2142	10706	Football
2143	10709	Football
2144	10713	Football
2145	10715	Football
2146	10720	Football
2147	10732	Football
2148	10738	Football
2149	10740	Football
2150	10746	Football
2151	10751	Business
2152	10758	Football
2153	10759	Football
2154	10762	Football
2155	10771	Business
2156	10773	Football
2157	10781	Politics
2158	10782	Football
2159	10783	Football
2160	10797	Football
2161	10799	Football
2162	10803	Football
2163	10806	Football
2164	10813	Football
2165	10819	Football
2166	10825	Football
2167	10831	Football
2168	10834	Football
2169	10837	Football
2170	10844	Football
2171	10854	Football
2172	10856	Football
2173	10858	Technology
2174	10861	Politics
2175	10867	Business
2176	10871	Football
2177	10885	Football
2178	10892	Football
2179	10899	Football
2180	10905	Politics
2181	10907	Football
2182	10918	Film
2183	10920	Film
2184	10926	Football
2185	10929	Football
2186	10931	Film
2187	10948	Film
2188	10949	Technology
2189	10952	Football
2190	10954	Film
2191	10956	Film
2192	10962	Football
2193	10970	Politics
2194	10972	Politics
2195	10981	Film
2196	10987	Film
2197	10999	Football
2198	11003	Football
2199	11014	Football
2200	11019	Football
2201	11026	Football
2202	11033	Football
2203	11036	Football
2204	11037	Football
2205	11039	Football
2206	11041	Football
2207	11042	Football
2208	11045	Football
2209	11051	Politics
2210	11052	Football
2211	11071	Politics
2212	11073	Politics
2213	11097	Football
2214	11098	Football
2215	11099	Football
2216	11115	Football
2217	11132	Politics
2218	11141	Politics
2219	11147	Politics
2220	11152	Football
2221	11154	Politics
2222	11169	Politics
2223	11170	Politics
2224	11180	Football
2225	11181	Politics
2226	11185	Politics
2227	11188	Business
2228	11190	Politics
2229	11192	Politics
2230	11203	Football
2231	11204	Football
2232	11210	Politics
2233	11216	Football
2234	11218	Football
2235	11221	Politics
2236	11230	Politics
2237	11231	Politics
2238	11237	Politics
2239	11252	Football
2240	11257	Politics
2241	11259	Politics
2242	11266	Football
2243	11270	Politics
2244	11271	Football
2245	11273	Politics
2246	11278	Politics
2247	11290	Politics
2248	11297	Football
2249	11302	Politics
2250	11307	Politics
2251	11308	Football
2252	11315	Politics
2253	11316	Politics
2254	11319	Politics
2255	11320	Politics
2256	11331	Politics
2257	11335	Politics
2258	11336	Football
2259	11344	Politics
2260	11354	Politics
2261	11356	Football
2262	11359	Politics
2263	11386	Football
2264	11387	Politics
2265	11395	Politics
2266	11397	Politics
2267	11403	Business
2268	11405	Politics
2269	11419	Football
2270	11439	Football
2271	11447	Football
2272	11448	Football
2273	11451	Football
2274	11458	Politics
2275	11464	Football
2276	11467	Politics
2277	11470	Politics
2278	11483	Politics
2279	11489	Politics
2280	11490	Politics
2281	11494	Football
2282	11502	Politics
2283	11506	Politics
2284	11509	Football
2285	11510	Politics
2286	11513	Football
2287	11515	Football
2288	11520	Football
2289	11526	Football
2290	11530	Football
2291	11532	Football
2292	11535	Football
2293	11554	Football
2294	11560	Football
2295	11565	Football
2296	11569	Football
2297	11571	Football
2298	11575	Football
2299	11577	Football
2300	11582	Football
2301	11585	Football
2302	11587	Football
2303	11589	Football
2304	11594	Football
2305	11595	Football
2306	11602	Football
2307	11607	Football
2308	11610	Football
2309	11613	Football
2310	11619	Football
2311	11624	Football
2312	11631	Football
2313	11634	Football
2314	11643	Football
2315	11646	Football
2316	11649	Football
2317	11650	Football
2318	11653	Football
2319	11658	Football
2320	11665	Football
2321	11670	Football
2322	11674	Football
2323	11678	Football
2324	11683	Football
2325	11695	Football
2326	11702	Football
2327	11708	Football
2328	11710	Football
2329	11715	Football
2330	11723	Football
2331	11727	Football
2332	11740	Football
2333	11756	Football
2334	11758	Football
2335	11759	Football
2336	11761	Football
2337	11765	Football
2338	11769	Football
2339	11771	Football
2340	11779	Football
2341	11785	Football
2342	11795	Football
2343	11796	Football
2344	11802	Football
2345	11804	Football
2346	11814	Football
2347	11821	Football
2348	11824	Football
2349	11833	Football
2350	11835	Football
2351	11845	Football
2352	11852	Football
2353	11859	Football
2354	11867	Football
2355	11869	Football
2356	11876	Football
2357	11878	Football
2358	11890	Football
2359	11892	Football
2360	11900	Football
2361	11904	Football
2362	11908	Football
2363	11910	Football
2364	11918	Football
2365	11923	Football
2366	11930	Football
2367	11933	Football
2368	11934	Football
2369	11938	Football
2370	11940	Football
2371	11941	Football
2372	11943	Football
2373	11944	Football
2374	11946	Football
2375	11959	Football
2376	11980	Football
2377	11986	Football
2378	11989	Football
2379	11998	Football
2380	12002	Football
2381	12003	Football
2382	12005	Football
2383	12017	Football
2384	12030	Football
2385	12035	Football
2386	12036	Football
2387	12038	Football
2388	12041	Football
2389	12042	Film
2390	12043	Football
2391	12048	Football
2392	12060	Film
2393	12073	Football
2394	12078	Film
2395	12082	Film
2396	12083	Football
2397	12084	Football
2398	12085	Football
2399	12100	Film
2400	12104	Film
2401	12118	Film
2402	12122	Technology
2403	12127	Football
2404	12134	Football
2405	12135	Football
2406	12138	Football
2407	12140	Football
2408	12157	Football
2409	12164	Technology
2410	12166	Technology
2411	12167	Football
2412	12172	Film
2413	12190	Film
2414	12197	Football
2415	12202	Football
2416	12204	Technology
2417	12206	Technology
2418	12207	Technology
2419	12212	Football
2420	12213	Football
2421	12215	Film
2422	12218	Technology
2423	12223	Technology
2424	12226	Football
2425	12228	Football
2426	12229	Football
2427	12240	Technology
2428	12241	Football
2429	12256	Football
2430	12266	Football
2431	12270	Football
2432	12277	Football
2433	12279	Football
2434	12283	Football
2435	12284	Football
2436	12286	Technology
2437	12295	Football
2438	12307	Football
2439	12320	Football
2440	12321	Football
2441	12322	Football
2442	12326	Football
2443	12327	Football
2444	12329	Football
2445	12331	Football
2446	12337	Football
2447	12338	Football
2448	12342	Film
2449	12343	Football
2450	12350	Football
2451	12374	Football
2452	12376	Football
2453	12378	Football
2454	12384	Football
2455	12387	Football
2456	12388	Football
2457	12389	Football
2458	12393	Football
2459	12399	Football
2460	12409	Football
2461	12417	Football
2462	12420	Football
2463	12427	Football
2464	12439	Football
2465	12440	Football
2466	12448	Football
2467	12458	Football
2468	12466	Football
2469	12470	Football
2470	12476	Football
2471	12491	Football
2472	12495	Football
2473	12502	Football
2474	12507	Football
2475	12510	Football
2476	12519	Football
2477	12521	Football
2478	12525	Football
2479	12526	Football
2480	12530	Football
2481	12534	Football
2482	12535	Football
2483	12537	Politics
2484	12538	Football
2485	12539	Football
2486	12543	Football
2487	12545	Football
2488	12549	Football
2489	12550	Football
2490	12556	Politics
2491	12562	Football
2492	12568	Politics
2493	12573	Football
2494	12574	Football
2495	12581	Politics
2496	12583	Politics
2497	12585	Football
2498	12586	Football
2499	12587	Football
2500	12588	Football
2501	12589	Football
2502	12591	Football
2503	12597	Politics
2504	12599	Politics
2505	12600	Politics
2506	12602	Football
2507	12603	Politics
2508	12625	Football
2509	12630	Film
2510	12665	Football
2511	12666	Football
2512	12674	Football
2513	12688	Football
2514	12697	Football
2515	12698	Football
2516	12705	Film
2517	12715	Film
2518	12718	Football
2519	12724	Politics
2520	12734	Film
2521	12736	Film
2522	12740	Football
2523	12743	Film
2524	12753	Film
2525	12758	Football
2526	12764	Film
2527	12776	Football
2528	12777	Film
2529	12779	Film
2530	12785	Football
2531	12787	Film
2532	12791	Film
2533	12793	Football
2534	12796	Film
2535	12800	Film
2536	12810	Film
2537	12814	Film
2538	12817	Film
2539	12818	Film
2540	12820	Football
2541	12824	Film
2542	12829	Film
2543	12835	Football
2544	12851	Film
2545	12855	Football
2546	12856	Film
2547	12857	Film
2548	12865	Film
2549	12884	Film
2550	12885	Film
2551	12893	Film
2552	12897	Football
2553	12904	Football
2554	12909	Football
2555	12913	Football
2556	12916	Film
2557	12920	Football
2558	12922	Film
2559	12934	Football
2560	12940	Football
2561	12947	Film
2562	12950	Football
2563	12952	Film
2564	12960	Football
2565	12962	Film
2566	12974	Football
2567	12976	Film
2568	12979	Film
2569	13009	Film
2570	13011	Film
2571	13020	Film
2572	13028	Film
2573	13039	Film
2574	13041	Film
2575	13042	Film
2576	13044	Football
2577	13045	Film
2578	13048	Film
2579	13052	Football
2580	13055	Business
2581	13056	Football
2582	13057	Film
2583	13058	Film
2584	13077	Film
2585	13086	Film
2586	13091	Film
2587	13095	Film
2588	13096	Film
2589	13109	Technology
2590	13111	Technology
2591	13112	Technology
2592	13120	Football
2593	13122	Film
2594	13132	Football
2595	13133	Technology
2596	13135	Football
2597	13139	Technology
2598	13142	Football
2599	13144	Film
2600	13148	Football
2601	13157	Technology
2602	13158	Football
2603	13162	Football
2604	13164	Technology
2605	13166	Football
2606	13171	Football
2607	13173	Football
2608	13174	Football
2609	13186	Football
2610	13187	Politics
2611	13188	Football
2612	13190	Politics
2613	13191	Football
2614	13204	Politics
2615	13207	Football
2616	13210	Football
2617	13218	Football
2618	13225	Football
2619	13231	Football
2620	13236	Football
2621	13247	Football
2622	13250	Football
2623	13254	Football
2624	13256	Football
2625	13257	Football
2626	13262	Football
2627	13263	Football
2628	13268	Football
2629	13272	Football
2630	13273	Football
2631	13283	Football
2632	13284	Football
2633	13297	Football
2634	13299	Football
2635	13304	Football
2636	13307	Football
2637	13309	Football
2638	13313	Football
2639	13316	Football
2640	13317	Football
2641	13339	Football
2642	13349	Football
2643	13352	Football
2644	13357	Football
2645	13358	Football
2646	13364	Football
2647	13371	Football
2648	13381	Football
2649	13394	Football
2650	13399	Politics
2651	13401	Football
2652	13402	Football
2653	13404	Football
2654	13407	Politics
2655	13427	Football
2656	13430	Football
2657	13445	Football
2658	13453	Football
2659	13455	Football
2660	13463	Football
2661	13480	Film
2662	13485	Football
2663	13487	Football
2664	13494	Football
2665	13500	Football
2666	13505	Football
2667	13508	Football
2668	13509	Football
2669	13522	Football
2670	13526	Football
2671	13527	Football
2672	13538	Football
2673	13542	Football
2674	13543	Football
2675	13551	Football
2676	13567	Football
2677	13569	Football
2678	13574	Football
2679	13575	Football
2680	13578	Football
2681	13583	Football
2682	13588	Football
2683	13590	Football
2684	13609	Football
2685	13610	Football
2686	13613	Football
2687	13616	Football
2688	13621	Football
2689	13622	Football
2690	13623	Football
2691	13625	Football
2692	13627	Football
2693	13631	Football
2694	13633	Football
2695	13634	Football
2696	13643	Football
2697	13647	Football
2698	13648	Football
2699	13657	Football
2700	13661	Football
2701	13668	Football
2702	13675	Football
2703	13678	Football
2704	13679	Football
2705	13684	Football
2706	13687	Football
2707	13691	Football
2708	13697	Football
2709	13701	Football
2710	13709	Football
2711	13711	Football
2712	13715	Football
2713	13717	Football
2714	13721	Football
2715	13729	Football
2716	13733	Football
2717	13738	Football
2718	13753	Football
2719	13760	Football
2720	13768	Football
2721	13769	Football
2722	13770	Football
2723	13774	Football
2724	13775	Football
2725	13776	Football
2726	13777	Football
2727	13782	Football
2728	13785	Football
2729	13801	Football
2730	13803	Football
2731	13807	Football
2732	13809	Technology
2733	13823	Technology
2734	13826	Football
2735	13827	Football
2736	13836	Politics
2737	13847	Football
2738	13849	Football
2739	13851	Football
2740	13852	Football
2741	13857	Technology
2742	13871	Technology
2743	13875	Football
2744	13877	Technology
2745	13879	Football
2746	13890	Technology
2747	13897	Football
2748	13905	Football
2749	13918	Technology
2750	13925	Football
2751	13938	Football
2752	13942	Football
2753	13946	Football
2754	13954	Football
2755	13957	Politics
2756	13958	Football
2757	13961	Politics
2758	13970	Football
2759	13975	Football
2760	13977	Football
2761	13978	Football
2762	13985	Football
2763	13997	Football
2764	13998	Football
2765	14004	Football
2766	14010	Football
2767	14015	Football
2768	14016	Football
2769	14020	Football
2770	14022	Football
2771	14025	Football
2772	14028	Football
2773	14030	Football
2774	14038	Football
2775	14045	Football
2776	14054	Football
2777	14056	Business
2778	14059	Football
2779	14066	Politics
2780	14068	Football
2781	14071	Business
2782	14076	Business
2783	14077	Technology
2784	14082	Football
2785	14095	Politics
2786	14105	Politics
2787	14108	Politics
2788	14113	Football
2789	14116	Football
2790	14130	Politics
2791	14131	Football
2792	14141	Technology
2793	14145	Politics
2794	14148	Football
2795	14152	Technology
2796	14153	Football
2797	14163	Football
2798	14164	Football
2799	14179	Football
2800	14182	Football
2801	14184	Football
2802	14196	Film
2803	14199	Film
2804	14200	Film
2805	14209	Football
2806	14211	Football
2807	14212	Politics
2808	14217	Politics
2809	14222	Politics
2810	14223	Politics
2811	14228	Politics
2812	14241	Politics
2813	14243	Politics
2814	14246	Politics
2815	14253	Politics
2816	14260	Politics
2817	14261	Politics
2818	14268	Politics
2819	14270	Football
2820	14271	Politics
2821	14279	Politics
2822	14280	Politics
2823	14282	Politics
2824	14288	Politics
2825	14289	Politics
2826	14290	Football
2827	14300	Football
2828	14304	Football
2829	14309	Business
2830	14313	Football
2831	14322	Football
2832	14323	Football
2833	14324	Football
2834	14327	Politics
2835	14328	Football
2836	14334	Football
2837	14338	Football
2838	14339	Business
2839	14345	Football
2840	14350	Politics
2841	14352	Politics
2842	14354	Politics
2843	14358	Football
2844	14362	Technology
2845	14366	Football
2846	14370	Football
2847	14373	Football
2848	14380	Football
2849	14386	Football
2850	14387	Politics
2851	14388	Football
2852	14391	Technology
2853	14395	Football
2854	14398	Football
2855	14411	Football
2856	14419	Football
2857	14422	Football
2858	14424	Football
2859	14425	Football
2860	14430	Football
2861	14431	Football
2862	14432	Football
2863	14434	Football
2864	14435	Football
2865	14446	Football
2866	14448	Football
2867	14450	Football
2868	14453	Football
2869	14454	Football
2870	14459	Football
2871	14460	Football
2872	14464	Technology
2873	14477	Politics
2874	14481	Football
2875	14483	Technology
2876	14485	Football
2877	14487	Football
2878	14488	Technology
2879	14489	Film
2880	14490	Politics
2881	14494	Football
2882	14495	Football
2883	14496	Film
2884	14504	Politics
2885	14506	Business
2886	14508	Business
2887	14514	Politics
2888	14516	Technology
2889	14517	Football
2890	14525	Politics
2891	14529	Football
2892	14550	Football
2893	14551	Technology
2894	14557	Technology
2895	14572	Football
2896	14579	Football
2897	14581	Politics
2898	14582	Politics
2899	14588	Football
2900	14592	Politics
2901	14594	Politics
2902	14595	Football
2903	14597	Politics
2904	14602	Business
2905	14604	Politics
2906	14609	Politics
2907	14616	Politics
2908	14618	Politics
2909	14621	Politics
2910	14622	Football
2911	14624	Politics
2912	14627	Football
2913	14629	Football
2914	14631	Football
2915	14632	Politics
2916	14633	Politics
2917	14643	Football
2918	14645	Politics
2919	14649	Business
2920	14652	Business
2921	14653	Football
2922	14659	Football
2923	14660	Football
2924	14676	Business
2925	14677	Football
2926	14679	Football
2927	14683	Business
2928	14684	Football
2929	14685	Football
2930	14689	Football
2931	14690	Football
2932	14694	Football
2933	14695	Technology
2934	14703	Business
2935	14706	Business
2936	14709	Football
2937	14712	Football
2938	14713	Politics
2939	14718	Politics
2940	14720	Politics
2941	14722	Business
2942	14730	Football
2943	14737	Politics
2944	14740	Politics
2945	14742	Politics
2946	14743	Politics
2947	14746	Football
2948	14748	Politics
2949	14750	Football
2950	14755	Film
2951	14756	Film
2952	14762	Football
2953	14763	Film
2954	14765	Film
2955	14766	Film
2956	14773	Film
2957	14774	Film
2958	14775	Football
2959	14780	Film
2960	14787	Football
2961	14795	Politics
2962	14796	Technology
2963	14799	Football
2964	14801	Politics
2965	14803	Politics
2966	14807	Politics
2967	14813	Film
2968	14821	Film
2969	14828	Football
2970	14837	Football
2971	14838	Football
2972	14840	Football
2973	14841	Football
2974	14850	Football
2975	14855	Football
2976	14856	Technology
2977	14859	Football
2978	14863	Business
2979	14865	Football
2980	14868	Football
2981	14879	Politics
2982	14885	Football
2983	14889	Politics
2984	14891	Politics
2985	14892	Football
2986	14899	Football
2987	14900	Football
2988	14916	Football
2989	14934	Football
2990	14939	Football
2991	14940	Football
2992	14941	Football
2993	14953	Football
2994	14965	Football
2995	14968	Football
2996	14979	Football
2997	14987	Football
2998	14992	Football
2999	15000	Football
3000	15003	Football
3001	15013	Football
3002	15018	Football
3003	15026	Football
3004	15027	Football
3005	15029	Football
3006	15034	Film
3007	15035	Football
3008	15038	Football
3009	15041	Football
3010	15052	Technology
3011	15054	Technology
3012	15055	Football
3013	15056	Football
3014	15072	Football
3015	15089	Football
3016	15090	Football
3017	15092	Football
3018	15098	Football
3019	15117	Politics
3020	15119	Football
3021	15125	Film
3022	15126	Film
3023	15129	Film
3024	15139	Film
3025	15143	Film
3026	15154	Football
3027	15170	Football
3028	15174	Film
3029	15178	Film
3030	15179	Film
3031	15183	Football
3032	15184	Technology
3033	15186	Film
3034	15200	Football
3035	15201	Football
3036	15221	Football
3037	15224	Football
3038	15225	Football
3039	15228	Football
3040	15234	Football
3041	15236	Football
3042	15239	Football
3043	15249	Football
3044	15251	Football
3045	15256	Football
3046	15260	Football
3047	15264	Football
3048	15267	Football
3049	15269	Football
3050	15272	Football
3051	15273	Technology
3052	15276	Football
3053	15278	Politics
3054	15284	Football
3055	15290	Football
3056	15298	Film
3057	15299	Football
3058	15302	Football
3059	15304	Football
3060	15305	Football
3061	15315	Football
3062	15321	Football
3063	15322	Football
3064	15325	Football
3065	15332	Football
3066	15333	Football
